nom,longitude,latitude,fonctionnel,secteur,source,image,date_creation,zone,trame_verte,batiment,limite,date_collecte,agent_collecteur,info_modifier_le,geometry
Point d'eau ,1.208428,6.184702,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:21:13,DAYOU Koffi ,2024-11-03 20:21:13,POINT (301763.6834247691 683955.9451588601)
Point d'eau ,1.208398,6.1847,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:21:13,DAYOU Koffi ,2024-11-03 20:21:13,POINT (301760.40282272577 683955.8192527174)
Point d'eau ,1.208341,6.184742,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:21:13,DAYOU Koffi ,2024-11-03 20:21:13,POINT (301754.06791329547 683960.4222694495)
Point d'eau ,1.208408,6.184768,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:21:13,DAYOU Koffi ,2024-11-03 20:21:13,POINT (301761.50739803613 683963.3195228787)
Point d'eau ,1.208415,6.184776,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:21:13,DAYOU Koffi ,2024-11-03 20:21:13,POINT (301762.35149346176 683964.2106870243)
Point d'eau ,1.208606,6.184505,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:21:13,DAYOU Koffi ,2024-11-03 20:21:13,POINT (301783.3565839342 683934.1700983691)
Point d'eau ,1.208394,6.1844,False,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:21:13,DAYOU Koffi ,2024-11-03 20:21:13,POINT (301759.8509709417 683922.5992899712)
Point d'eau ,1.209433,6.18721,True,Campus Nord,Tde,,,Espace administratif,,,limite UL,2024-11-03 20:21:13,AZONDJAGNI Yao Divin ,2024-11-03 20:21:13,POINT (301875.9373566173 684232.9803084997)
Point eau,1.211872,6.185874,True,Campus Nord,Tde,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:21:13,NUTSUDZA Blessing,2024-11-03 20:21:13,POINT (302145.36743726494 684084.2747934067)
P1,1.211562,6.177452,False,Campus Nord,Tde,,,Crèche,,,limite UL,2024-11-03 20:21:13,AMIDOU faouziatou ,2024-11-03 20:21:13,POINT (302107.88109685155 683152.9554252989)
P2,1.211513,6.17753,False,Campus Nord,Tde,,,Crèche,,,limite UL,2024-11-03 20:21:13,AMIDOU faouziatou,2024-11-03 20:21:13,POINT (302102.56037633854 683161.6367451692)
P3 ,1.211218,6.177733,False,Campus Nord,Tde,,,Crèche,,,limite UL,2024-11-03 20:21:13,AMIDOU faouziatou,2024-11-03 20:21:13,POINT (302069.9835411078 683184.2343040948)
Pointeau,1.218413,6.170957,True,Campus Sud,Forage,,,Aires sportives 1,,,limite UL,2024-11-03 20:21:13,AWOUSSI Daniel,2024-11-03 20:21:13,POINT (302863.86123201705 682432.0946085595)
Point d'eau ,1.214467,6.176133,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:13,Abel ,2024-11-03 20:21:13,POINT (302428.956920117 683005.9945771415)
Robinet ,1.210234,6.187775,True,Campus Nord,Tde,,,Zone marchande 1,,,limite UL,2024-11-03 20:21:13,KONDOW Achiraf ,2024-11-03 20:21:13,POINT (301964.8149534355 684295.1190657311)
Robinet ,1.210232,6.187773,True,Campus Nord,Tde,,,Zone marchande 1,,,limite UL,2024-11-03 20:21:13,KONDOW Achiraf ,2024-11-03 20:21:13,POINT (301964.56715644 684294.936690812)
Robinet ,1.21023,6.187771,True,Campus Nord,Tde,,,Zone marchande 1,,,limite UL,2024-11-03 20:21:13,KONDOW Achiraf ,2024-11-03 20:21:13,POINT (301964.3762879457 684294.7109070778)
Point d'eau ,1.219416,6.169923,True,Campus Sud,Forage,,,Complexe écotouristique,,,limite UL,2024-11-03 20:21:13,Atchou ablavi emmanuella ,2024-11-03 20:21:13,POINT (302974.4844123494 682317.3947553751)
Point d'eau ,1.219246,6.170001,True,Campus Sud,Forage,,,Complexe écotouristique,,,limite UL,2024-11-03 20:21:13,Atchou ablavi emmanuella ,2024-11-03 20:21:13,POINT (302955.6718065988 682326.1231976852)
Point d'eau ,1.21915,6.171124,False,Campus Sud,Forage,,,Complexe écotouristique,,,limite UL,2024-11-03 20:21:13,Atchou ablavi emmanuella ,2024-11-03 20:21:13,POINT (302945.5128509522 682450.3380378862)
Point d'eau ,1.219165,6.171286,True,Campus Sud,Forage,,,Complexe écotouristique,,,limite UL,2024-11-03 20:21:13,Atchou ablavi emmanuella ,2024-11-03 20:21:13,POINT (302947.1758286751 682468.2338985854)
Point d'eau ,1.218855,6.170926,True,Campus Sud,Forage,,,Complexe écotouristique,,,limite UL,2024-11-03 20:21:13,Atchou ablavi emmanuella ,2024-11-03 20:21:13,POINT (302912.7737755898 682428.5115405543)
Point d'eau ,1.218631,6.170695,True,Campus Sud,Forage,,,Complexe écotouristique,,,limite UL,2024-11-03 20:21:13,Atchou ablavi emmanuella ,2024-11-03 20:21:13,POINT (302887.87322054 682403.1298191625)
Point d'eau ,1.210657,6.182418,True,Campus Nord,Tde,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:21:13,KOUGBALI,2024-11-03 20:21:13,POINT (302009.5574149003 683702.585268397)
Point d'eau ,1.209297,6.183532,True,Campus Nord,Tde,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:21:13,KOUGBALI ,2024-11-03 20:21:13,POINT (301859.44014868233 683826.2221627355)
Robinet ,1.213444,6.17032,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:13,AMEKUDZI ,2024-11-03 20:21:13,POINT (302313.61260080175 682363.5236958867)
Robinet ,1.212891,6.170303,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:14,AMEKUDZI ,2024-11-03 20:21:14,POINT (302252.33058169816 682361.8216049598)
Robinet ,1.212763,6.170552,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:14,AMEKUDZI ,2024-11-03 20:21:14,POINT (302238.34454083105 682389.3914655467)
Robinet ,1.212163,6.170713,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:14,AMEKUDZI ,2024-11-03 20:21:14,POINT (302171.9830847067 682407.5045928244)
Robinet ,1.212272,6.170502,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:14,AMEKUDZI ,2024-11-03 20:21:14,POINT (302183.9244869927 682384.1032221658)
Robinet ,1.213383,6.171271,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:14,AMEKUDZI ,2024-11-03 20:21:14,POINT (302307.2120340814 682468.7363854599)
Robinet ,1.212218,6.171874,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:14,AMEKUDZI ,2024-11-03 20:21:14,POINT (302178.45722278394 682535.879314721)
Robinet ,1.212207,6.171968,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:14,AMEKUDZI ,2024-11-03 20:21:14,POINT (302177.32757238345 682546.2472672447)
Robinet ,1.214221,6.1728,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:14,AMEKUDZI ,2024-11-03 20:21:14,POINT (302400.45772348763 682637.5396737291)
Robinet ,1.214221,6.1728,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:14,AMEKUDZI ,2024-11-03 20:21:14,POINT (302400.45772348763 682637.5396737291)
Pointeau ,1.209634,6.179014,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301895.0795412693 683326.4252015052)
Pointeau ,1.20955,6.179376,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301885.97645478905 683366.5075202659)
Pointeau ,1.209544,6.179735,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301885.44285126706 683406.2823022516)
Pointeau ,1.209566,6.18005,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301887.9210110492 683441.1121000082)
Pointeau ,1.209276,6.180416,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301856.0012272012 683481.5996965653)
Pointeau ,1.209289,6.180287,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301857.36348747474 683467.3711953488)
Pointeau ,1.209271,6.180338,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301855.43880180095 683473.0092869871)
Pointeau ,1.209232,6.180327,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301851.0981499185 683471.8394003676)
Pointeau ,1.209123,6.180474,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301839.0982245412 683488.1751972196)
Pointeau ,1.209123,6.180323,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301839.0583849151 683471.4076763857)
Pointeau ,1.209577,6.180531,True,Campus Sud,Forage,,,Aires forestières 3,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301889.3164390221 683494.2958387759)
Pointeau ,1.209096,6.181997,True,Campus Sud,Forage,,,Grandes aires de stationnement 1,,,limite UL,2024-11-03 20:21:14,EHO kodzo Emmanuel ,2024-11-03 20:21:14,POINT (301836.65906210424 683656.6175564703)
Point d'eau ,1.212373,6.175242,False,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:14,Abel ,2024-11-03 20:21:14,POINT (302196.9136194958 682908.2659311491)
Point d'eau ,1.212418,6.175381,False,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:14,Abel ,2024-11-03 20:21:14,POINT (302201.94400747033 682923.650790556)
Point d'eau ,1.211892,6.17564,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:14,Abel ,2024-11-03 20:21:14,POINT (302143.7837243734 682952.508423875)
Point d'eau ,1.211894,6.175157,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:15,Abel ,2024-11-03 20:21:15,POINT (302143.795824314 682899.0910899835)
Point d'eau ,1.212526,6.174894,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:15,Abel ,2024-11-03 20:21:15,POINT (302213.6905811483 682869.6908644121)
Point d'eau ,1.21246,6.174835,False,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:15,Abel ,2024-11-03 20:21:15,POINT (302206.3168713508 682863.1903902742)
Point d'eau ,1.212472,6.174864,False,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:15,Abel ,2024-11-03 20:21:15,POINT (302207.6393041528 682866.4021135895)
Point d'eau ,1.212457,6.174877,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:15,Abel ,2024-11-03 20:21:15,POINT (302205.9752472103 682867.9261973588)
Point d'eau ,1.212489,6.174846,False,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:15,Abel ,2024-11-03 20:21:15,POINT (302209.5685938182 682864.4236915923)
Point d'eau ,1.212779,6.174871,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:15,Abel ,2024-11-03 20:21:15,POINT (302241.7003399856 682867.1118378689)
UL_pointeau,1.209639,6.183578,True,Campus Nord,Tde,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:21:15,SOTOWOU Honorine ,2024-11-03 20:21:15,POINT (301897.36838302977 683831.1867162089)
UL_pointeau,1.208596,6.183844,True,Campus Nord,Forage,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:21:15,SOTOWOU Honorine ,2024-11-03 20:21:15,POINT (301782.05727302074 683860.975164717)
Point eau,1.212309,6.169911,True,Campus Sud,Tde,,,Zone de Coopération,,,limite UL,2024-11-03 20:21:15,NUTSUDZA Blessing ,2024-11-03 20:21:15,POINT (302187.84807729855 682318.6683023082)
Point eau ,1.212628,6.170012,True,Campus Sud,Tde,,,Zone de Coopération,,,limite UL,2024-11-03 20:21:15,NUTSUDZA Blessing ,2024-11-03 20:21:15,POINT (302223.1638290065 682329.7250941859)
Point eau uni,1.212625,6.170013,True,Campus Sud,Tde,,,Zone de Coopération,,,limite UL,2024-11-03 20:21:15,NUTSUDZA Blessing ,2024-11-03 20:21:15,POINT (302222.8024754369 682329.8790499881)
Point eau,1.212706,6.169889,True,Campus Sud,Tde,,,Zone de Coopération,,,limite UL,2024-11-03 20:21:15,NUTSUDZA Blessing ,2024-11-03 20:21:15,POINT (302231.68672646926 682316.0779123452)
Point d'eau ,1.210733,6.185041,True,Campus Nord,Tde,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (302018.9489864157 683992.6238655011)
Point d'eau ,1.211225,6.175575,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (302069.9193573989 682945.5290134568)
Point d'eau ,1.210965,6.175785,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (302041.2188915111 682968.8508462319)
Point d'eau,1.210778,6.175862,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (302020.58590007876 682977.3992976602)
Point d'eau ,1.21078,6.175668,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (302020.6985224787 682956.0167998554)
Point d'eau ,1.210805,6.175588,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (302023.4359544192 682947.1598274055)
Point d'eau ,1.21078,6.17532,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (302020.56906500214 682917.4925547772)
Point d'eau ,1.21062,6.175318,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (302002.85858329374 682917.3677417204)
Point d'eau ,1.210398,6.175272,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (301978.3056956378 682912.2890575834)
Point d'eau ,1.210455,6.175477,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (301984.6541402887 682934.940144057)
Point d'eau ,1.21039,6.175535,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:15,AZOTI Croix ,2024-11-03 20:21:15,POINT (301977.48119405075 682941.415755725)
Point d'eau ,1.210487,6.175767,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301988.26701450284 682967.0011851998)
Point d'eau ,1.210417,6.175177,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301980.2996389632 682901.7756230204)
Point d'eau ,1.210455,6.174975,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301984.4676708976 682879.4578489182)
Point d'eau ,1.210222,6.17457,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301958.4902196237 682834.7532927541)
Point d'eau ,1.215415,6.176168,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:16,Abel,2024-11-03 20:21:16,POINT (302533.90778506396 683009.5062011044)
Points eau ,1.215085,6.176534,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:16,Abel,2024-11-03 20:21:16,POINT (302497.4730530347 683050.1879176922)
Points eau ,1.214301,6.17581,False,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:21:16,Abel,2024-11-03 20:21:16,POINT (302410.4410377161 682970.3301757581)
Point d'eau ,1.210363,6.176415,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301974.8567031526 683038.7501087212)
Point d'eau,1.21045,6.176182,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301984.3627817719 683012.9121416514)
Piont d'eau ,1.209867,6.175947,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301919.7082714203 682987.1391593515)
Piont d'eau ,1.209868,6.175782,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301919.8313920958 682968.8902033023)
Piont d'eau ,1.209822,6.176168,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301914.8098099603 683011.6713489658)
Piont d'eau ,1.210075,6.176198,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301942.86154687736 683014.8949457736)
Piont d'eau ,1.210773,6.176115,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (302020.12662621913 683005.4187908911)
Piont d'eau ,1.210787,6.176388,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (302021.704041698 683035.6433828553)
Piont d'eau ,1.210778,6.176603,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (302020.861572295 683059.4246062879)
Piont d'eau ,1.210772,6.176788,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (302020.1924317557 683079.8873323365)
Piont d'eau ,1.210988,6.176403,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (302044.03137506434 683037.2273048086)
Piont d'eau ,1.21101,6.176128,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (302046.3273774757 683006.8053709114)
Piont d'eau ,1.209845,6.175142,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:21:16,AZOTI Croix ,2024-11-03 20:21:16,POINT (301917.01072678703 682898.1174635878)
Robinet cfpj,1.212005,6.172964,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:16,AMEKUDZI ,2024-11-03 20:21:16,POINT (302155.24591809104 682656.4365828508)
Robinet ,1.21384,6.171765,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:16,AMEKUDZI ,2024-11-03 20:21:16,POINT (302357.9514840649 682523.1923191728)
Point d'eau ,1.21148,6.171703,True,Campus Sud,Tde,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:16,AMIDOU faouziatou,2024-11-03 20:21:16,POINT (302096.7065231162 682517.243849548)
Point d'eau ,1.210343,6.171563,True,Campus Sud,Tde,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:21:16,AMIDOU faouziatou,2024-11-03 20:21:16,POINT (301970.8398582026 682502.182919195)
Point d'eau ,1.217008,6.168982,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302707.6150184901 682214.1886274848)
Point d'eau ,1.216915,6.16876,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302697.2021657538 682189.7078443519)
Point d'eau ,1.217512,6.169033,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302763.34687072714 682219.7163845985)
Point d'eau ,1.21751,6.169007,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302763.15252851986 682216.7677883126)
Point d'eau ,1.217638,6.168715,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302777.24956441426 682184.4632677017)
Point d'eau ,1.216438,6.168972,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302644.51938556205 682213.2937603021)
Point d'eau ,1.215273,6.168162,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302515.2683268547 682124.1429471609)
Point d'eau ,1.21518,6.168397,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302505.02448079933 682150.167509231)
Point d'eau ,1.214357,6.169407,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302414.26570933004 682262.1743601961)
Point d'eau ,1.214132,6.169445,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302389.37519200495 682266.4973079986)
Point d'eau ,1.21411,6.169515,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,ADIKA Afi Cathérine ,2024-11-03 20:21:17,POINT (302387.00290110125 682274.2470430878)
Robinet ,1.214082,6.170028,True,Campus Sud,Forage,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,Saguintaah ,2024-11-03 20:21:17,POINT (302384.1268942549 682330.9671066357)
Robinet ,1.214201,6.169932,True,Campus Sud,Forage,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,Saguintaah ,2024-11-03 20:21:17,POINT (302397.2762316207 682320.3610338323)
Robinet ,1.213985,6.169828,True,Campus Sud,Forage,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,Saguintaah ,2024-11-03 20:21:17,POINT (302373.2314164083 682308.9450593715)
Robinet ,1.213964,6.169946,True,Campus Sud,Forage,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,Saguintaah ,2024-11-03 20:21:17,POINT (302371.05579287454 682321.9806715171)
Robinet ,1.213726,6.169945,True,Campus Sud,Forage,,,Zone de Coopération,,,limite UL,2024-11-03 20:21:17,Saguintaah ,2024-11-03 20:21:17,POINT (302344.620775113 682321.9975699477)
Robinet ,1.213762,6.169827,True,Campus Sud,Forage,,,Zone de Coopération,,,limite UL,2024-11-03 20:21:17,Saguintaah ,2024-11-03 20:21:17,POINT (302348.5564424992 682308.8422226197)
Robinet ,1.213671,6.169799,True,Campus Sud,Forage,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:21:17,Saguintaah ,2024-11-03 20:21:17,POINT (302338.570409232 682305.8088578853)
Robinet ,1.213649,6.169914,True,Campus Sud,Forage,,,Zone de Coopération,,,limite UL,2024-11-03 20:21:17,Saguintaah ,2024-11-03 20:21:17,POINT (302336.12303034053 682318.5504050592)
